concept_IRI,canonical_label,kind_role,semantic_type,canonical_gloss,concise_form,pedagogical_form,expert_form,document_role_form,domain_tags,source_provenance
http://cll.niimm.ksu.ru/ontologies/mathematics#E437,Computational solution of Wiener-Hopf equation of first kind,kind,scalar,"Computational solution of Wiener-Hopf equation of first kind: A Computational solution of Wiener-Hopf equation of first kind is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Computational solution of Wiener-Hopf equation of first kind: A Computational solution of Wiener-Hopf equation of first kind is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of computational solution of wiener-hopf equation of first kind as a Computational solution of Wiener-Hopf equation of first kind is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Computational solution of Wiener-Hopf equation of first kind denotes a Computational solution of Wiener-Hopf equation of first kind is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, computational solution of wiener-hopf equation of first kind usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E1328,Antilinear mapping,kind,transformation,Antilinear mapping: An Antilinear mapping is a transformation concept that describes a structure-preserving change or mapping.,Antilinear mapping: An Antilinear mapping is a transformation concept that describes a structure-preserving change or mapping.,Think of antilinear mapping as an Antilinear mapping is a transformation concept that describes a structure-preserving change or mapping.,Antilinear mapping denotes an Antilinear mapping is a transformation concept that describes a structure-preserving change or mapping.,"In a mathematical document, antilinear mapping usually signals a transformation concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E436,Computational solution of Wiener-Hopf equation of second kind,kind,scalar,"Computational solution of Wiener-Hopf equation of second kind: A Computational solution of Wiener-Hopf equation of second kind is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Computational solution of Wiener-Hopf equation of second kind: A Computational solution of Wiener-Hopf equation of second kind is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of computational solution of wiener-hopf equation of second kind as a Computational solution of Wiener-Hopf equation of second kind is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Computational solution of Wiener-Hopf equation of second kind denotes a Computational solution of Wiener-Hopf equation of second kind is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, computational solution of wiener-hopf equation of second kind usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E472,Gradient descent method,kind,scalar,"Gradient descent method: A Gradient descent method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Gradient descent method: A Gradient descent method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of gradient descent method as a Gradient descent method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Gradient descent method denotes a Gradient descent method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, gradient descent method usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2199,Directed group,kind,scalar,"Directed group: A Directed group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Directed group: A Directed group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of directed group as a Directed group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Directed group denotes a Directed group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, directed group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E473,Bellman's dynamic programming method,kind,scalar,"Bellman's dynamic programming method: A Bellman's dynamic programming method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Bellman's dynamic programming method: A Bellman's dynamic programming method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of bellman's dynamic programming method as a Bellman's dynamic programming method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Bellman's dynamic programming method denotes a Bellman's dynamic programming method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, bellman's dynamic programming method usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2197,Multiplicative group of residue ring,kind,scalar,"Multiplicative group of residue ring: A Multiplicative group of residue ring is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Multiplicative group of residue ring: A Multiplicative group of residue ring is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of multiplicative group of residue ring as a Multiplicative group of residue ring is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Multiplicative group of residue ring denotes a Multiplicative group of residue ring is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, multiplicative group of residue ring usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E475,Method of integral relation,kind,relation,Method of integral relation: A Method of integral relation is a mathematical relation that specifies how two or more mathematical objects are connected.,Method of integral relation: A Method of integral relation is a mathematical relation that specifies how two or more mathematical objects are connected.,Think of method of integral relation as a Method of integral relation is a mathematical relation that specifies how two or more mathematical objects are connected.,Method of integral relation denotes a Method of integral relation is a mathematical relation that specifies how two or more mathematical objects are connected.,"In a mathematical document, method of integral relation usually signals a relation concept with provenance from OntoMathPRO.",calculus; logic,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2198,Multiplicative group of field,kind,scalar,"Multiplicative group of field: A Multiplicative group of field is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Multiplicative group of field: A Multiplicative group of field is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of multiplicative group of field as a Multiplicative group of field is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Multiplicative group of field denotes a Multiplicative group of field is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, multiplicative group of field usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2195,Multiplicative group,kind,scalar,"Multiplicative group: A Multiplicative group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Multiplicative group: A Multiplicative group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of multiplicative group as a Multiplicative group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Multiplicative group denotes a Multiplicative group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, multiplicative group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2196,Multiplicative group of ring,kind,scalar,"Multiplicative group of ring: A Multiplicative group of ring is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Multiplicative group of ring: A Multiplicative group of ring is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of multiplicative group of ring as a Multiplicative group of ring is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Multiplicative group of ring denotes a Multiplicative group of ring is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, multiplicative group of ring usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2193,Metabelian group,kind,scalar,"Metabelian group: A Metabelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Metabelian group: A Metabelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of metabelian group as a Metabelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Metabelian group denotes a Metabelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, metabelian group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E471,Geometrical method,kind,scalar,"Geometrical method: A Geometrical method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Geometrical method: A Geometrical method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of geometrical method as a Geometrical method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Geometrical method denotes a Geometrical method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, geometrical method usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2194,Metrizable group,kind,scalar,"Metrizable group: A Metrizable group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Metrizable group: A Metrizable group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of metrizable group as a Metrizable group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Metrizable group denotes a Metrizable group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, metrizable group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2192,Locally Euclidean group,kind,scalar,"Locally Euclidean group: A Locally Euclidean group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Locally Euclidean group: A Locally Euclidean group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of locally euclidean group as a Locally Euclidean group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Locally Euclidean group denotes a Locally Euclidean group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, locally euclidean group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E469,Approximation approach,kind,scalar,"Approximation approach: An Approximation approach is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Approximation approach: An Approximation approach is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of approximation approach as an Approximation approach is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Approximation approach denotes an Approximation approach is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, approximation approach usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2191,Locally finite solvable group,kind,scalar,"Locally finite solvable group: A Locally finite solvable group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Locally finite solvable group: A Locally finite solvable group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of locally finite solvable group as a Locally finite solvable group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Locally finite solvable group denotes a Locally finite solvable group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, locally finite solvable group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2190,Locally finite normal group,kind,scalar,"Locally finite normal group: A Locally finite normal group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Locally finite normal group: A Locally finite normal group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of locally finite normal group as a Locally finite normal group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Locally finite normal group denotes a Locally finite normal group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, locally finite normal group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E466,Riemann method,kind,scalar,"Riemann method: A Riemann method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Riemann method: A Riemann method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of riemann method as a Riemann method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Riemann method denotes a Riemann method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, riemann method usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E468,Method of prior estimate,kind,scalar,"Method of prior estimate: A Method of prior estimate is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Method of prior estimate: A Method of prior estimate is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of method of prior estimate as a Method of prior estimate is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Method of prior estimate denotes a Method of prior estimate is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, method of prior estimate usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E463,Parametric method,kind,scalar,"Parametric method: A Parametric method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Parametric method: A Parametric method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of parametric method as a Parametric method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Parametric method denotes a Parametric method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, parametric method usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2186,Linear group,kind,scalar,"Linear group: A Linear group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Linear group: A Linear group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of linear group as a Linear group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Linear group denotes a Linear group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, linear group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E464,Method of theory of differential equations,kind,scalar,"Method of theory of differential equations: A Method of theory of differential equations is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Method of theory of differential equations: A Method of theory of differential equations is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of method of theory of differential equations as a Method of theory of differential equations is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Method of theory of differential equations denotes a Method of theory of differential equations is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, method of theory of differential equations usually signals a scalar concept with provenance from OntoMathPRO.",calculus,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2187,Linearly ordered group,kind,scalar,"Linearly ordered group: A Linearly ordered group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Linearly ordered group: A Linearly ordered group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of linearly ordered group as a Linearly ordered group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Linearly ordered group denotes a Linearly ordered group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, linearly ordered group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2188,Locally finite group,kind,scalar,"Locally finite group: A Locally finite group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Locally finite group: A Locally finite group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of locally finite group as a Locally finite group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Locally finite group denotes a Locally finite group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, locally finite group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E461,Method of characteristic function,kind,function,Method of characteristic function: A Method of characteristic function is a mathematical function concept that associates inputs with outputs according to a rule.,Method of characteristic function: A Method of characteristic function is a mathematical function concept that associates inputs with outputs according to a rule.,Think of method of characteristic function as a Method of characteristic function is a mathematical function concept that associates inputs with outputs according to a rule.,Method of characteristic function denotes a Method of characteristic function is a mathematical function concept that associates inputs with outputs according to a rule.,"In a mathematical document, method of characteristic function usually signals a function concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2189,Locally finite hypercentral group,kind,scalar,"Locally finite hypercentral group: A Locally finite hypercentral group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Locally finite hypercentral group: A Locally finite hypercentral group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of locally finite hypercentral group as a Locally finite hypercentral group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Locally finite hypercentral group denotes a Locally finite hypercentral group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, locally finite hypercentral group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E462,Modified Newton method,kind,scalar,"Modified Newton method: A Modified Newton method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Modified Newton method: A Modified Newton method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of modified newton method as a Modified Newton method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Modified Newton method denotes a Modified Newton method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, modified newton method usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2182,Kleinian group,kind,scalar,"Kleinian group: A Kleinian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Kleinian group: A Kleinian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of kleinian group as a Kleinian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Kleinian group denotes a Kleinian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, kleinian group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E460,Steiner symmetrization,kind,scalar,"Steiner symmetrization: A Steiner symmetrization is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Steiner symmetrization: A Steiner symmetrization is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of steiner symmetrization as a Steiner symmetrization is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Steiner symmetrization denotes a Steiner symmetrization is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, steiner symmetrization usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2183,Finite group,kind,scalar,"Finite group: A Finite group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Finite group: A Finite group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of finite group as a Finite group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Finite group denotes a Finite group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, finite group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2184,Finitely defined group,kind,scalar,"Finitely defined group: A Finitely defined group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Finitely defined group: A Finitely defined group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of finitely defined group as a Finitely defined group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Finitely defined group denotes a Finitely defined group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, finitely defined group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2185,Cocuclic group,kind,scalar,"Cocuclic group: A Cocuclic group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Cocuclic group: A Cocuclic group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of cocuclic group as a Cocuclic group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Cocuclic group denotes a Cocuclic group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, cocuclic group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E1303,Taking root,kind,scalar,"Taking root: A Taking root is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Taking root: A Taking root is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of taking root as a Taking root is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Taking root denotes a Taking root is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, taking root usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E1304,Cleavage,kind,scalar,"Cleavage: A Cleavage is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Cleavage: A Cleavage is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of cleavage as a Cleavage is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Cleavage denotes a Cleavage is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, cleavage usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E1305,Derivation,kind,scalar,"Derivation: A Derivation is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Derivation: A Derivation is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of derivation as a Derivation is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Derivation denotes a Derivation is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, derivation usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2181,Quasi-cyclic group,kind,scalar,"Quasi-cyclic group: A Quasi-cyclic group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Quasi-cyclic group: A Quasi-cyclic group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of quasi-cyclic group as a Quasi-cyclic group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Quasi-cyclic group denotes a Quasi-cyclic group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, quasi-cyclic group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E459,Marcus symmetrization,kind,scalar,"Marcus symmetrization: A Marcus symmetrization is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Marcus symmetrization: A Marcus symmetrization is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of marcus symmetrization as a Marcus symmetrization is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Marcus symmetrization denotes a Marcus symmetrization is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, marcus symmetrization usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E1306,Closing,kind,scalar,"Closing: A Closing is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Closing: A Closing is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of closing as a Closing is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Closing denotes a Closing is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, closing usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E458,Symmetrization method,kind,scalar,"Symmetrization method: A Symmetrization method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Symmetrization method: A Symmetrization method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of symmetrization method as a Symmetrization method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Symmetrization method denotes a Symmetrization method is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, symmetrization method usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E457,Method of consecutive approximating,kind,scalar,"Method of consecutive approximating: A Method of consecutive approximating is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Method of consecutive approximating: A Method of consecutive approximating is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of method of consecutive approximating as a Method of consecutive approximating is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Method of consecutive approximating denotes a Method of consecutive approximating is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, method of consecutive approximating usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E456,Induction,kind,scalar,"Induction: An Induction is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Induction: An Induction is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of induction as an Induction is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Induction denotes an Induction is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, induction usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E1300,Hermitean-conjugated operator,kind,operator,Hermitean-conjugated operator: A Hermitean-conjugated operator is a mathematical operation or operator that transforms one or more inputs into a result.,Hermitean-conjugated operator: A Hermitean-conjugated operator is a mathematical operation or operator that transforms one or more inputs into a result.,Think of hermitean-conjugated operator as a Hermitean-conjugated operator is a mathematical operation or operator that transforms one or more inputs into a result.,Hermitean-conjugated operator denotes a Hermitean-conjugated operator is a mathematical operation or operator that transforms one or more inputs into a result.,"In a mathematical document, hermitean-conjugated operator usually signals a operator concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E455,Method of loop integration,kind,operator,Method of loop integration: A Method of loop integration is a mathematical operation or operator that transforms one or more inputs into a result.,Method of loop integration: A Method of loop integration is a mathematical operation or operator that transforms one or more inputs into a result.,Think of method of loop integration as a Method of loop integration is a mathematical operation or operator that transforms one or more inputs into a result.,Method of loop integration denotes a Method of loop integration is a mathematical operation or operator that transforms one or more inputs into a result.,"In a mathematical document, method of loop integration usually signals a operator concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E1302,Rasing to the power,kind,scalar,"Rasing to the power: A Rasing to the power is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Rasing to the power: A Rasing to the power is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of rasing to the power as a Rasing to the power is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Rasing to the power denotes a Rasing to the power is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, rasing to the power usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E454,Variational procedure,kind,scalar,"Variational procedure: A Variational procedure is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Variational procedure: A Variational procedure is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of variational procedure as a Variational procedure is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Variational procedure denotes a Variational procedure is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, variational procedure usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
