symbol_rank,symbol,symbol_frequency,arxiv_id,categories,text_source,matched_text,usage_context,extraction_rule,concept_IRI,canonical_label,domain_tags,source_provenance,source_status,start_char,end_char
40,\varepsilon,18,2606.18727v1,math.FA,title_abstract,\varepsilon,"For $δ, \varepsilon \in [0,1)$ with $\varepsilon < (1-δ)^2$, we say $x \nperp y$ in $X$ if there exists $f \in X^*$ with $|f(x)| \geq (1-δ)\|f\|\|x\|$ and $|f(y)| \leq \frac{\varepsilon}{1-δ}\|f\|\|y\|$, simultaneously relaxing both the norming condition on $x$ and the vanishing condition on $y$. It is proved that \[ x\nperp y \iff \|x+λy\|\geq (1-δ)\|x\|-\frac{\varepsilon}{1-δ}\|λy\|~\qquad \forall ~\text{scalars}~λ. \] This framework interpolates between two notions of approximate orthogonality in normed linear spaces due to Chmieliński and Dragomir, and recovers three existing notions of orthogonality in extreme cases: exact Birkhoff--James orthogonality at $δ= \varepsilon = 0$, the approximate orthogonality of Chmieliński at $δ= 0$, and the approximate orthogonality of Dragomir at $\varepsilon = 0$.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.18727v1,metadata_abstract,590,601
30,y,22,2606.18727v1,math.FA,title_abstract,y,"For $δ, \varepsilon \in [0,1)$ with $\varepsilon < (1-δ)^2$, we say $x \nperp y$ in $X$ if there exists $f \in X^*$ with $|f(x)| \geq (1-δ)\|f\|\|x\|$ and $|f(y)| \leq \frac{\varepsilon}{1-δ}\|f\|\|y\|$, simultaneously relaxing both the norming condition on $x$ and the vanishing condition on $y$. It is proved that \[ x\nperp y \iff \|x+λy\|\geq (1-δ)\|x\|-\frac{\varepsilon}{1-δ}\|λy\|~\qquad \forall ~\text{scalars}~λ. \] This framework interpolates between two notions of approximate orthogonality in normed linear spaces due to Chmieliński and Dragomir, and recovers three existing notions of orthogonality in extreme cases: exact Birkhoff--James orthogonality at $δ= \varepsilon = 0$, the approximate orthogonality of Chmieliński at $δ= 0$, and the approximate orthogonality of Dragomir at $\varepsilon = 0$.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18727v1,metadata_abstract,610,611
97,\forall,3,2606.18727v1,math.FA,title_abstract,\forall,"For $δ, \varepsilon \in [0,1)$ with $\varepsilon < (1-δ)^2$, we say $x \nperp y$ in $X$ if there exists $f \in X^*$ with $|f(x)| \geq (1-δ)\|f\|\|x\|$ and $|f(y)| \leq \frac{\varepsilon}{1-δ}\|f\|\|y\|$, simultaneously relaxing both the norming condition on $x$ and the vanishing condition on $y$. It is proved that \[ x\nperp y \iff \|x+λy\|\geq (1-δ)\|x\|-\frac{\varepsilon}{1-δ}\|λy\|~\qquad \forall ~\text{scalars}~λ. \] This framework interpolates between two notions of approximate orthogonality in normed linear spaces due to Chmieliński and Dragomir, and recovers three existing notions of orthogonality in extreme cases: exact Birkhoff--James orthogonality at $δ= \varepsilon = 0$, the approximate orthogonality of Chmieliński at $δ= 0$, and the approximate orthogonality of Dragomir at $\varepsilon = 0$.",spaCy MathEntRuler entity,http://cll.niimm.ksu.ru/ontologies/mathematics#E2452,Relation,logic,https://arxiv.org/pdf/2606.18727v1,metadata_abstract,621,628
65,\text,6,2606.18727v1,math.FA,title_abstract,\text,"For $δ, \varepsilon \in [0,1)$ with $\varepsilon < (1-δ)^2$, we say $x \nperp y$ in $X$ if there exists $f \in X^*$ with $|f(x)| \geq (1-δ)\|f\|\|x\|$ and $|f(y)| \leq \frac{\varepsilon}{1-δ}\|f\|\|y\|$, simultaneously relaxing both the norming condition on $x$ and the vanishing condition on $y$. It is proved that \[ x\nperp y \iff \|x+λy\|\geq (1-δ)\|x\|-\frac{\varepsilon}{1-δ}\|λy\|~\qquad \forall ~\text{scalars}~λ. \] This framework interpolates between two notions of approximate orthogonality in normed linear spaces due to Chmieliński and Dragomir, and recovers three existing notions of orthogonality in extreme cases: exact Birkhoff--James orthogonality at $δ= \varepsilon = 0$, the approximate orthogonality of Chmieliński at $δ= 0$, and the approximate orthogonality of Dragomir at $\varepsilon = 0$.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.18727v1,metadata_abstract,630,635
40,\varepsilon,18,2606.18727v1,math.FA,title_abstract,\varepsilon,"\] This framework interpolates between two notions of approximate orthogonality in normed linear spaces due to Chmieliński and Dragomir, and recovers three existing notions of orthogonality in extreme cases: exact Birkhoff--James orthogonality at $δ= \varepsilon = 0$, the approximate orthogonality of Chmieliński at $δ= 0$, and the approximate orthogonality of Dragomir at $\varepsilon = 0$. A two-parameter proximity result generalizing Chmlieński's characterization of $\perp_B^\varepsilon$ is established.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.18727v1,metadata_abstract,899,910
40,\varepsilon,18,2606.18727v1,math.FA,title_abstract,\varepsilon,"\] This framework interpolates between two notions of approximate orthogonality in normed linear spaces due to Chmieliński and Dragomir, and recovers three existing notions of orthogonality in extreme cases: exact Birkhoff--James orthogonality at $δ= \varepsilon = 0$, the approximate orthogonality of Chmieliński at $δ= 0$, and the approximate orthogonality of Dragomir at $\varepsilon = 0$. A two-parameter proximity result generalizing Chmlieński's characterization of $\perp_B^\varepsilon$ is established. The forward and converse implications are governed by the distinct thresholds $\frac{\varepsilon}{(1-δ)^2}$ and $\frac{\varepsilon}{1-δ}$, which collapse to $\varepsilon$ of Chmieliński precisely when $δ=0$, and the strictness of this gap is confirmed by counterexamples in $\ell_\infty^2$.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.18727v1,metadata_abstract,1023,1034
40,\varepsilon,18,2606.18727v1,math.FA,title_abstract,\varepsilon,"\] This framework interpolates between two notions of approximate orthogonality in normed linear spaces due to Chmieliński and Dragomir, and recovers three existing notions of orthogonality in extreme cases: exact Birkhoff--James orthogonality at $δ= \varepsilon = 0$, the approximate orthogonality of Chmieliński at $δ= 0$, and the approximate orthogonality of Dragomir at $\varepsilon = 0$. A two-parameter proximity result generalizing Chmlieński's characterization of $\perp_B^\varepsilon$ is established. The forward and converse implications are governed by the distinct thresholds $\frac{\varepsilon}{(1-δ)^2}$ and $\frac{\varepsilon}{1-δ}$, which collapse to $\varepsilon$ of Chmieliński precisely when $δ=0$, and the strictness of this gap is confirmed by counterexamples in $\ell_\infty^2$.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.18727v1,metadata_abstract,1129,1140
40,\varepsilon,18,2606.18727v1,math.FA,title_abstract,\varepsilon,"\] This framework interpolates between two notions of approximate orthogonality in normed linear spaces due to Chmieliński and Dragomir, and recovers three existing notions of orthogonality in extreme cases: exact Birkhoff--James orthogonality at $δ= \varepsilon = 0$, the approximate orthogonality of Chmieliński at $δ= 0$, and the approximate orthogonality of Dragomir at $\varepsilon = 0$. A two-parameter proximity result generalizing Chmlieński's characterization of $\perp_B^\varepsilon$ is established. The forward and converse implications are governed by the distinct thresholds $\frac{\varepsilon}{(1-δ)^2}$ and $\frac{\varepsilon}{1-δ}$, which collapse to $\varepsilon$ of Chmieliński precisely when $δ=0$, and the strictness of this gap is confirmed by counterexamples in $\ell_\infty^2$. A dual formulation of norming approximate orthogonality is established with a complete equivalence in the reflexive case.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.18727v1,metadata_abstract,1243,1254
40,\varepsilon,18,2606.18727v1,math.FA,title_abstract,\varepsilon,"A two-parameter proximity result generalizing Chmlieński's characterization of $\perp_B^\varepsilon$ is established. The forward and converse implications are governed by the distinct thresholds $\frac{\varepsilon}{(1-δ)^2}$ and $\frac{\varepsilon}{1-δ}$, which collapse to $\varepsilon$ of Chmieliński precisely when $δ=0$, and the strictness of this gap is confirmed by counterexamples in $\ell_\infty^2$. A dual formulation of norming approximate orthogonality is established with a complete equivalence in the reflexive case.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.18727v1,metadata_abstract,1277,1288
40,\varepsilon,18,2606.18727v1,math.FA,title_abstract,\varepsilon,"A two-parameter proximity result generalizing Chmlieński's characterization of $\perp_B^\varepsilon$ is established. The forward and converse implications are governed by the distinct thresholds $\frac{\varepsilon}{(1-δ)^2}$ and $\frac{\varepsilon}{1-δ}$, which collapse to $\varepsilon$ of Chmieliński precisely when $δ=0$, and the strictness of this gap is confirmed by counterexamples in $\ell_\infty^2$. A dual formulation of norming approximate orthogonality is established with a complete equivalence in the reflexive case.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.18727v1,metadata_abstract,1316,1327
43,\infty,16,2606.18727v1,math.FA,title_abstract,\infty,"The forward and converse implications are governed by the distinct thresholds $\frac{\varepsilon}{(1-δ)^2}$ and $\frac{\varepsilon}{1-δ}$, which collapse to $\varepsilon$ of Chmieliński precisely when $δ=0$, and the strictness of this gap is confirmed by counterexamples in $\ell_\infty^2$. A dual formulation of norming approximate orthogonality is established with a complete equivalence in the reflexive case. We apply our results to (vector-valued) continuous function spaces, which extends some earlier results and recovers few operator theoretical results with alternative proofs using measure theoretic techniques.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.18727v1,metadata_abstract,1438,1444
10,t,40,2606.18724v1,math.OC,title_abstract,t,"ast primal-dual methods for convex-concave bilinear saddle point problems: continuous-time dynamics and discrete algorithms This paper studies Nesterov accelerated methods for continuously differentiable convex-concave bilinear saddle point problems. For the continuous-time model, we analyze a second-order primal-dual dynamical system with vanishing damping $α/t$, where $α\geq 3$. Under the merely convex-concave setting, we prove convergence of the primal-dual trajectory to a saddle point. In the noncritical regime $α>3$, we further obtain the improved rate $o(1/t^{2})$ for the primal-dual gap and $o(1/t)$ for the velocity, and, under an additional Lipschitz gradient assumption, $o(1/t)$ for the stationarity residual.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,364,365
37,\geq,19,2606.18724v1,math.OC,title_abstract,\geq,"ast primal-dual methods for convex-concave bilinear saddle point problems: continuous-time dynamics and discrete algorithms This paper studies Nesterov accelerated methods for continuously differentiable convex-concave bilinear saddle point problems. For the continuous-time model, we analyze a second-order primal-dual dynamical system with vanishing damping $α/t$, where $α\geq 3$. Under the merely convex-concave setting, we prove convergence of the primal-dual trajectory to a saddle point. In the noncritical regime $α>3$, we further obtain the improved rate $o(1/t^{2})$ for the primal-dual gap and $o(1/t)$ for the velocity, and, under an additional Lipschitz gradient assumption, $o(1/t)$ for the stationarity residual.",spaCy MathEntRuler entity,http://cll.niimm.ksu.ru/ontologies/mathematics#E1202,Inequality,logic,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,376,380
68,o,6,2606.18724v1,math.OC,title_abstract,o,"For the continuous-time model, we analyze a second-order primal-dual dynamical system with vanishing damping $α/t$, where $α\geq 3$. Under the merely convex-concave setting, we prove convergence of the primal-dual trajectory to a saddle point. In the noncritical regime $α>3$, we further obtain the improved rate $o(1/t^{2})$ for the primal-dual gap and $o(1/t)$ for the velocity, and, under an additional Lipschitz gradient assumption, $o(1/t)$ for the stationarity residual. We then derive a structure-preserving finite-difference discretization, which leads to a fast primal-dual algorithm with Nesterov extrapolation.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,566,567
10,t,40,2606.18724v1,math.OC,title_abstract,t,"For the continuous-time model, we analyze a second-order primal-dual dynamical system with vanishing damping $α/t$, where $α\geq 3$. Under the merely convex-concave setting, we prove convergence of the primal-dual trajectory to a saddle point. In the noncritical regime $α>3$, we further obtain the improved rate $o(1/t^{2})$ for the primal-dual gap and $o(1/t)$ for the velocity, and, under an additional Lipschitz gradient assumption, $o(1/t)$ for the stationarity residual. We then derive a structure-preserving finite-difference discretization, which leads to a fast primal-dual algorithm with Nesterov extrapolation.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,570,571
68,o,6,2606.18724v1,math.OC,title_abstract,o,"Under the merely convex-concave setting, we prove convergence of the primal-dual trajectory to a saddle point. In the noncritical regime $α>3$, we further obtain the improved rate $o(1/t^{2})$ for the primal-dual gap and $o(1/t)$ for the velocity, and, under an additional Lipschitz gradient assumption, $o(1/t)$ for the stationarity residual. We then derive a structure-preserving finite-difference discretization, which leads to a fast primal-dual algorithm with Nesterov extrapolation.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,607,608
10,t,40,2606.18724v1,math.OC,title_abstract,t,"Under the merely convex-concave setting, we prove convergence of the primal-dual trajectory to a saddle point. In the noncritical regime $α>3$, we further obtain the improved rate $o(1/t^{2})$ for the primal-dual gap and $o(1/t)$ for the velocity, and, under an additional Lipschitz gradient assumption, $o(1/t)$ for the stationarity residual. We then derive a structure-preserving finite-difference discretization, which leads to a fast primal-dual algorithm with Nesterov extrapolation.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,611,612
68,o,6,2606.18724v1,math.OC,title_abstract,o,"Under the merely convex-concave setting, we prove convergence of the primal-dual trajectory to a saddle point. In the noncritical regime $α>3$, we further obtain the improved rate $o(1/t^{2})$ for the primal-dual gap and $o(1/t)$ for the velocity, and, under an additional Lipschitz gradient assumption, $o(1/t)$ for the stationarity residual. We then derive a structure-preserving finite-difference discretization, which leads to a fast primal-dual algorithm with Nesterov extrapolation. For a general accelerated parameter sequence ${t_k}$ satisfying $t_{k+1}^2-t_k^2\le ρt_{k+1}$ with $ρ\in(0,1]$, we prove the $O(1/t_k^{2})$ convergence rate for the primal-dual gap and convergence of the generated sequence.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,690,691
10,t,40,2606.18724v1,math.OC,title_abstract,t,"Under the merely convex-concave setting, we prove convergence of the primal-dual trajectory to a saddle point. In the noncritical regime $α>3$, we further obtain the improved rate $o(1/t^{2})$ for the primal-dual gap and $o(1/t)$ for the velocity, and, under an additional Lipschitz gradient assumption, $o(1/t)$ for the stationarity residual. We then derive a structure-preserving finite-difference discretization, which leads to a fast primal-dual algorithm with Nesterov extrapolation. For a general accelerated parameter sequence ${t_k}$ satisfying $t_{k+1}^2-t_k^2\le ρt_{k+1}$ with $ρ\in(0,1]$, we prove the $O(1/t_k^{2})$ convergence rate for the primal-dual gap and convergence of the generated sequence.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,694,695
27,k,27,2606.18724v1,math.OC,title_abstract,k,"In the noncritical regime $α>3$, we further obtain the improved rate $o(1/t^{2})$ for the primal-dual gap and $o(1/t)$ for the velocity, and, under an additional Lipschitz gradient assumption, $o(1/t)$ for the stationarity residual. We then derive a structure-preserving finite-difference discretization, which leads to a fast primal-dual algorithm with Nesterov extrapolation. For a general accelerated parameter sequence ${t_k}$ satisfying $t_{k+1}^2-t_k^2\le ρt_{k+1}$ with $ρ\in(0,1]$, we prove the $O(1/t_k^{2})$ convergence rate for the primal-dual gap and convergence of the generated sequence. In the noncritical case $ρ<1$, we further establish the improved rate $o(1/t_k^{2})$ for the gap and $o(1/t_k)$ for the stationarity residual.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,923,924
27,k,27,2606.18724v1,math.OC,title_abstract,k,"In the noncritical regime $α>3$, we further obtain the improved rate $o(1/t^{2})$ for the primal-dual gap and $o(1/t)$ for the velocity, and, under an additional Lipschitz gradient assumption, $o(1/t)$ for the stationarity residual. We then derive a structure-preserving finite-difference discretization, which leads to a fast primal-dual algorithm with Nesterov extrapolation. For a general accelerated parameter sequence ${t_k}$ satisfying $t_{k+1}^2-t_k^2\le ρt_{k+1}$ with $ρ\in(0,1]$, we prove the $O(1/t_k^{2})$ convergence rate for the primal-dual gap and convergence of the generated sequence. In the noncritical case $ρ<1$, we further establish the improved rate $o(1/t_k^{2})$ for the gap and $o(1/t_k)$ for the stationarity residual.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,942,943
35,\le,20,2606.18724v1,math.OC,title_abstract,\le,"We then derive a structure-preserving finite-difference discretization, which leads to a fast primal-dual algorithm with Nesterov extrapolation. For a general accelerated parameter sequence ${t_k}$ satisfying $t_{k+1}^2-t_k^2\le ρt_{k+1}$ with $ρ\in(0,1]$, we prove the $O(1/t_k^{2})$ convergence rate for the primal-dual gap and convergence of the generated sequence. In the noncritical case $ρ<1$, we further establish the improved rate $o(1/t_k^{2})$ for the gap and $o(1/t_k)$ for the stationarity residual.",spaCy MathEntRuler entity,http://cll.niimm.ksu.ru/ontologies/mathematics#E1202,Inequality,logic,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,954,957
27,k,27,2606.18724v1,math.OC,title_abstract,k,"We then derive a structure-preserving finite-difference discretization, which leads to a fast primal-dual algorithm with Nesterov extrapolation. For a general accelerated parameter sequence ${t_k}$ satisfying $t_{k+1}^2-t_k^2\le ρt_{k+1}$ with $ρ\in(0,1]$, we prove the $O(1/t_k^{2})$ convergence rate for the primal-dual gap and convergence of the generated sequence. In the noncritical case $ρ<1$, we further establish the improved rate $o(1/t_k^{2})$ for the gap and $o(1/t_k)$ for the stationarity residual.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,962,963
22,\in,29,2606.18724v1,math.OC,title_abstract,\in,"We then derive a structure-preserving finite-difference discretization, which leads to a fast primal-dual algorithm with Nesterov extrapolation. For a general accelerated parameter sequence ${t_k}$ satisfying $t_{k+1}^2-t_k^2\le ρt_{k+1}$ with $ρ\in(0,1]$, we prove the $O(1/t_k^{2})$ convergence rate for the primal-dual gap and convergence of the generated sequence. In the noncritical case $ρ<1$, we further establish the improved rate $o(1/t_k^{2})$ for the gap and $o(1/t_k)$ for the stationarity residual.",spaCy MathEntRuler entity,http://example.org/mathkg/Element,Element,set-theory,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,975,978
39,O,18,2606.18724v1,math.OC,title_abstract,O,"We then derive a structure-preserving finite-difference discretization, which leads to a fast primal-dual algorithm with Nesterov extrapolation. For a general accelerated parameter sequence ${t_k}$ satisfying $t_{k+1}^2-t_k^2\le ρt_{k+1}$ with $ρ\in(0,1]$, we prove the $O(1/t_k^{2})$ convergence rate for the primal-dual gap and convergence of the generated sequence. In the noncritical case $ρ<1$, we further establish the improved rate $o(1/t_k^{2})$ for the gap and $o(1/t_k)$ for the stationarity residual.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,1000,1001
27,k,27,2606.18724v1,math.OC,title_abstract,k,"We then derive a structure-preserving finite-difference discretization, which leads to a fast primal-dual algorithm with Nesterov extrapolation. For a general accelerated parameter sequence ${t_k}$ satisfying $t_{k+1}^2-t_k^2\le ρt_{k+1}$ with $ρ\in(0,1]$, we prove the $O(1/t_k^{2})$ convergence rate for the primal-dual gap and convergence of the generated sequence. In the noncritical case $ρ<1$, we further establish the improved rate $o(1/t_k^{2})$ for the gap and $o(1/t_k)$ for the stationarity residual.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,1006,1007
68,o,6,2606.18724v1,math.OC,title_abstract,o,"For a general accelerated parameter sequence ${t_k}$ satisfying $t_{k+1}^2-t_k^2\le ρt_{k+1}$ with $ρ\in(0,1]$, we prove the $O(1/t_k^{2})$ convergence rate for the primal-dual gap and convergence of the generated sequence. In the noncritical case $ρ<1$, we further establish the improved rate $o(1/t_k^{2})$ for the gap and $o(1/t_k)$ for the stationarity residual. These results provide continuous-discrete acceleration methods for bilinear saddle point problems in the merely convex-concave setting.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,1169,1170
27,k,27,2606.18724v1,math.OC,title_abstract,k,"For a general accelerated parameter sequence ${t_k}$ satisfying $t_{k+1}^2-t_k^2\le ρt_{k+1}$ with $ρ\in(0,1]$, we prove the $O(1/t_k^{2})$ convergence rate for the primal-dual gap and convergence of the generated sequence. In the noncritical case $ρ<1$, we further establish the improved rate $o(1/t_k^{2})$ for the gap and $o(1/t_k)$ for the stationarity residual. These results provide continuous-discrete acceleration methods for bilinear saddle point problems in the merely convex-concave setting.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,1175,1176
68,o,6,2606.18724v1,math.OC,title_abstract,o,"For a general accelerated parameter sequence ${t_k}$ satisfying $t_{k+1}^2-t_k^2\le ρt_{k+1}$ with $ρ\in(0,1]$, we prove the $O(1/t_k^{2})$ convergence rate for the primal-dual gap and convergence of the generated sequence. In the noncritical case $ρ<1$, we further establish the improved rate $o(1/t_k^{2})$ for the gap and $o(1/t_k)$ for the stationarity residual. These results provide continuous-discrete acceleration methods for bilinear saddle point problems in the merely convex-concave setting.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,1200,1201
27,k,27,2606.18724v1,math.OC,title_abstract,k,"For a general accelerated parameter sequence ${t_k}$ satisfying $t_{k+1}^2-t_k^2\le ρt_{k+1}$ with $ρ\in(0,1]$, we prove the $O(1/t_k^{2})$ convergence rate for the primal-dual gap and convergence of the generated sequence. In the noncritical case $ρ<1$, we further establish the improved rate $o(1/t_k^{2})$ for the gap and $o(1/t_k)$ for the stationarity residual. These results provide continuous-discrete acceleration methods for bilinear saddle point problems in the merely convex-concave setting.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18724v1,metadata_abstract,1206,1207
13,G,38,2606.18722v1,math.PR; cs.DM; math.CO,title_abstract,G,"ery large cliques in a scale-free random graph In this short article we consider a preferential attachment random graph model with edge steps, studied by Alves, Ribeiro and Sanchis. Starting with an initial graph $\mathbb{G}_1$ formed by a vertex with a self-loop attached to it, the model evolves as follows. At every subsequent (discrete) time step, either with probability $p$ we add a vertex to the graph and connect it to exactly one of the older vertices selected with probability proportional to its degree, or with probability $1-p$ we add one edge between two existing vertices, both selected (independently) with probability proportional to their degrees.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18722v1,metadata_abstract,223,224
7,p,56,2606.18722v1,math.PR; cs.DM; math.CO,title_abstract,p,"ery large cliques in a scale-free random graph In this short article we consider a preferential attachment random graph model with edge steps, studied by Alves, Ribeiro and Sanchis. Starting with an initial graph $\mathbb{G}_1$ formed by a vertex with a self-loop attached to it, the model evolves as follows. At every subsequent (discrete) time step, either with probability $p$ we add a vertex to the graph and connect it to exactly one of the older vertices selected with probability proportional to its degree, or with probability $1-p$ we add one edge between two existing vertices, both selected (independently) with probability proportional to their degrees.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18722v1,metadata_abstract,378,379
7,p,56,2606.18722v1,math.PR; cs.DM; math.CO,title_abstract,p,"At every subsequent (discrete) time step, either with probability $p$ we add a vertex to the graph and connect it to exactly one of the older vertices selected with probability proportional to its degree, or with probability $1-p$ we add one edge between two existing vertices, both selected (independently) with probability proportional to their degrees. Let $ω(\mathbb{G})$ be the clique number of a graph $\mathbb{G}$, i.e.\ the number of vertices in a largest complete subgraph of $\mathbb{G}_{}$.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18722v1,metadata_abstract,539,540
13,G,38,2606.18722v1,math.PR; cs.DM; math.CO,title_abstract,G,"At every subsequent (discrete) time step, either with probability $p$ we add a vertex to the graph and connect it to exactly one of the older vertices selected with probability proportional to its degree, or with probability $1-p$ we add one edge between two existing vertices, both selected (independently) with probability proportional to their degrees. Let $ω(\mathbb{G})$ be the clique number of a graph $\mathbb{G}$, i.e.\ the number of vertices in a largest complete subgraph of $\mathbb{G}_{}$. Alves, Ribeiro and Sanchis showed that, for any given $\varepsilon>0$, we have $ω(\mathbb{G}_{2t})\geq t^{\frac{1-p}{2-p}(1-\varepsilon)}$ with high probability (i.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18722v1,metadata_abstract,682,683
13,G,38,2606.18722v1,math.PR; cs.DM; math.CO,title_abstract,G,"At every subsequent (discrete) time step, either with probability $p$ we add a vertex to the graph and connect it to exactly one of the older vertices selected with probability proportional to its degree, or with probability $1-p$ we add one edge between two existing vertices, both selected (independently) with probability proportional to their degrees. Let $ω(\mathbb{G})$ be the clique number of a graph $\mathbb{G}$, i.e.\ the number of vertices in a largest complete subgraph of $\mathbb{G}_{}$. Alves, Ribeiro and Sanchis showed that, for any given $\varepsilon>0$, we have $ω(\mathbb{G}_{2t})\geq t^{\frac{1-p}{2-p}(1-\varepsilon)}$ with high probability (i.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18722v1,metadata_abstract,728,729
13,G,38,2606.18722v1,math.PR; cs.DM; math.CO,title_abstract,G,"At every subsequent (discrete) time step, either with probability $p$ we add a vertex to the graph and connect it to exactly one of the older vertices selected with probability proportional to its degree, or with probability $1-p$ we add one edge between two existing vertices, both selected (independently) with probability proportional to their degrees. Let $ω(\mathbb{G})$ be the clique number of a graph $\mathbb{G}$, i.e.\ the number of vertices in a largest complete subgraph of $\mathbb{G}_{}$. Alves, Ribeiro and Sanchis showed that, for any given $\varepsilon>0$, we have $ω(\mathbb{G}_{2t})\geq t^{\frac{1-p}{2-p}(1-\varepsilon)}$ with high probability (i.e.\ with probability tending to $1$ as $t\rightarrow \infty$).",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.18722v1,metadata_abstract,805,806
40,\varepsilon,18,2606.18722v1,math.PR; cs.DM; math.CO,title_abstract,\varepsilon,"At every subsequent (discrete) time step, either with probability $p$ we add a vertex to the graph and connect it to exactly one of the older vertices selected with probability proportional to its degree, or with probability $1-p$ we add one edge between two existing vertices, both selected (independently) with probability proportional to their degrees. Let $ω(\mathbb{G})$ be the clique number of a graph $\mathbb{G}$, i.e.\ the number of vertices in a largest complete subgraph of $\mathbb{G}_{}$. Alves, Ribeiro and Sanchis showed that, for any given $\varepsilon>0$, we have $ω(\mathbb{G}_{2t})\geq t^{\frac{1-p}{2-p}(1-\varepsilon)}$ with high probability (i.e.\ with probability tending to $1$ as $t\rightarrow \infty$). Here we strengthen this bound by showing that, for any function $f:\mathbb{N}\mapsto \mathbb{N}$ that satisfies $f(t)\rightarrow \infty$ as $t\rightarrow \infty$, with high probability \[ω(\mathbb{G}_{2t}) = Ω\left(t^{\frac{1-p}{2-p}}\Big(\log^{\frac{1}{2-p}}(t)f(t)\Big)^{-1}\right).",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.18722v1,metadata_abstract,868,879
